date,Day,Visitor,League,Home,Time,Stadium,Longitude,Latitude,Elevation
8/20/2017,Sun,WAS,NL,SDN,13:00,Petco Park,-117.157074,32.707063,5.0
8/20/2017,Sun,SLN,NL,PIT,19:00,PNC Park,-80.00618,40.447063,221.0
8/21/2017,Mon,LAN,NL,PIT,19:00,PNC Park,-80.00618,40.447063,221.0
8/21/2017,Mon,OAK,AL,BAL,19:00,Oriole Park at Camden Yards,-76.621913,39.283514,11.0
8/21/2017,Mon,ARI,NL,NYN,19:00,Yankee Stadium,-73.926949,40.829489,4.0
8/21/2017,Mon,BOS,AL,CLE,19:00,Progressive Field,-81.685285,41.495545,199.0
8/21/2017,Mon,SEA,AL,ATL,19:00,SunTrust Park,-84.467987,33.891127,300.0
8/21/2017,Mon,MIN,AL,CHA,19:00,Guaranteed Rate Field,-87.634224,41.830187,181.0
8/21/2017,Mon,TEX,AL,ANA,19:00,Angel Stadium,-117.883171,33.799922,44.0
8/21/2017,Mon,MIL,NL,SFN,19:00,Oracle Park,-122.389911,37.778369,3.0
8/22/2017,Tue,LAN,NL,PIT,19:00,PNC Park,-80.00618,40.447063,221.0
8/22/2017,Tue,MIA,NL,PHI,19:00,Citizens Bank Park,-75.166592,39.905584,-2.0
8/22/2017,Tue,OAK,AL,BAL,19:00,Oriole Park at Camden Yards,-76.621913,39.283514,11.0
8/22/2017,Tue,ARI,NL,NYN,19:00,Yankee Stadium,-73.926949,40.829489,4.0
8/22/2017,Tue,BOS,AL,CLE,19:00,Progressive Field,-81.685285,41.495545,199.0
8/22/2017,Tue,CHN,NL,CIN,19:00,Great American Ball Park,-84.507036,39.097474,149.0
8/22/2017,Tue,NYA,AL,DET,19:00,Comerica Park,-83.04897,42.339451,176.0
8/22/2017,Tue,TOR,AL,TBA,19:00,Tropicana Field,-82.653453,27.76811,14.0
8/22/2017,Tue,SEA,AL,ATL,19:00,SunTrust Park,-84.467987,33.891127,300.0
8/22/2017,Tue,MIN,AL,CHA,19:00,Guaranteed Rate Field,-87.634224,41.830187,181.0
8/22/2017,Tue,WAS,NL,HOU,19:00,Minute Maid Park,-95.355411,29.757056,6.0
8/22/2017,Tue,COL,NL,KCA,19:00,Kauffman Stadium,-94.480809,39.051246,261.0
8/22/2017,Tue,SDN,NL,SLN,19:00,,,,
8/22/2017,Tue,TEX,AL,ANA,19:00,Angel Stadium,-117.883171,33.799922,44.0
8/22/2017,Tue,MIL,NL,SFN,19:00,Oracle Park,-122.389911,37.778369,3.0
8/23/2017,Wed,OAK,AL,BAL,13:00,Oriole Park at Camden Yards,-76.621913,39.283514,11.0
8/23/2017,Wed,MIL,NL,SFN,13:00,Oracle Park,-122.389911,37.778369,3.0
8/23/2017,Wed,LAN,NL,PIT,19:00,PNC Park,-80.00618,40.447063,221.0
8/23/2017,Wed,MIA,NL,PHI,19:00,Citizens Bank Park,-75.166592,39.905584,-2.0
8/23/2017,Wed,ARI,NL,NYN,19:00,Yankee Stadium,-73.926949,40.829489,4.0
8/23/2017,Wed,BOS,AL,CLE,19:00,Progressive Field,-81.685285,41.495545,199.0
8/23/2017,Wed,CHN,NL,CIN,19:00,Great American Ball Park,-84.507036,39.097474,149.0
8/23/2017,Wed,NYA,AL,DET,19:00,Comerica Park,-83.04897,42.339451,176.0
8/23/2017,Wed,TOR,AL,TBA,19:00,Tropicana Field,-82.653453,27.76811,14.0
8/23/2017,Wed,SEA,AL,ATL,19:00,SunTrust Park,-84.467987,33.891127,300.0
8/23/2017,Wed,MIN,AL,CHA,19:00,Guaranteed Rate Field,-87.634224,41.830187,181.0
8/23/2017,Wed,WAS,NL,HOU,19:00,Minute Maid Park,-95.355411,29.757056,6.0
8/23/2017,Wed,COL,NL,KCA,19:00,Kauffman Stadium,-94.480809,39.051246,261.0
8/23/2017,Wed,SDN,NL,SLN,19:00,,,,
8/23/2017,Wed,TEX,AL,ANA,19:00,Angel Stadium,-117.883171,33.799922,44.0
8/24/2017,Thu,ARI,NL,NYN,13:00,Yankee Stadium,-73.926949,40.829489,4.0
8/24/2017,Thu,MIA,NL,PHI,13:00,Citizens Bank Park,-75.166592,39.905584,-2.0
8/24/2017,Thu,NYA,AL,DET,13:00,Comerica Park,-83.04897,42.339451,176.0
8/24/2017,Thu,TOR,AL,TBA,13:00,Tropicana Field,-82.653453,27.76811,14.0
8/24/2017,Thu,COL,NL,KCA,13:00,Kauffman Stadium,-94.480809,39.051246,261.0
8/24/2017,Thu,LAN,NL,PIT,13:00,PNC Park,-80.00618,40.447063,221.0
8/24/2017,Thu,BOS,AL,CLE,19:00,Progressive Field,-81.685285,41.495545,199.0
8/24/2017,Thu,CHN,NL,CIN,19:00,Great American Ball Park,-84.507036,39.097474,149.0
8/24/2017,Thu,SDN,NL,SLN,19:00,,,,
8/24/2017,Thu,MIN,AL,CHA,19:00,Guaranteed Rate Field,-87.634224,41.830187,181.0
8/24/2017,Thu,WAS,NL,HOU,19:00,Minute Maid Park,-95.355411,29.757056,6.0
8/24/2017,Thu,TEX,AL,ANA,19:00,Angel Stadium,-117.883171,33.799922,44.0
8/25/2017,Fri,CHN,NL,PHI,19:00,Citizens Bank Park,-75.166592,39.905584,-2.0
8/25/2017,Fri,NYN,NL,WAS,19:00,Nationals Park,-77.007716,38.872576,2.0
8/25/2017,Fri,SEA,AL,NYA,19:00,Citi Field,-73.84603,40.756587,5.0
8/25/2017,Fri,MIN,AL,TOR,19:00,Rogers Centre,-79.389181,43.641682,83.0
8/25/2017,Fri,BAL,AL,BOS,19:00,Fenway Park,-71.097765,42.346247,5.0
8/25/2017,Fri,KCA,AL,CLE,19:00,Progressive Field,-81.685285,41.495545,199.0
8/25/2017,Fri,PIT,NL,CIN,19:00,Great American Ball Park,-84.507036,39.097474,149.0
8/25/2017,Fri,SDN,NL,MIA,19:00,Marlins Park,-80.219845,25.778324,2.0
8/25/2017,Fri,COL,NL,ATL,19:00,SunTrust Park,-84.467987,33.891127,300.0
8/25/2017,Fri,DET,AL,CHA,19:00,Guaranteed Rate Field,-87.634224,41.830187,181.0
8/25/2017,Fri,TBA,AL,SLN,19:00,,,,
8/25/2017,Fri,SFN,NL,ARI,19:00,Chase Field,-112.066707,33.445001,324.0
8/25/2017,Fri,TEX,AL,OAK,19:00,Oakland Coliseum,-122.201047,37.751327,0.0
8/25/2017,Fri,HOU,AL,ANA,19:00,Angel Stadium,-117.883171,33.799922,44.0
8/25/2017,Fri,MIL,NL,LAN,19:00,Dodger Stadium,-118.240228,34.073421,153.0
8/26/2017,Sat,SEA,AL,NYA,13:00,Citi Field,-73.84603,40.756587,5.0
8/26/2017,Sat,MIN,AL,TOR,13:00,Rogers Centre,-79.389181,43.641682,83.0
8/26/2017,Sat,BAL,AL,BOS,13:00,Fenway Park,-71.097765,42.346247,5.0
8/26/2017,Sat,NYN,NL,WAS,13:00,Nationals Park,-77.007716,38.872576,2.0
8/26/2017,Sat,TEX,AL,OAK,13:00,Oakland Coliseum,-122.201047,37.751327,0.0
8/26/2017,Sat,PIT,NL,CIN,19:00,Great American Ball Park,-84.507036,39.097474,149.0
8/26/2017,Sat,CHN,NL,PHI,19:00,Citizens Bank Park,-75.166592,39.905584,-2.0
8/26/2017,Sat,COL,NL,ATL,19:00,SunTrust Park,-84.467987,33.891127,300.0
8/26/2017,Sat,DET,AL,CHA,19:00,Guaranteed Rate Field,-87.634224,41.830187,181.0
8/26/2017,Sat,SDN,NL,MIA,19:00,Marlins Park,-80.219845,25.778324,2.0
8/26/2017,Sat,KCA,AL,CLE,19:00,Progressive Field,-81.685285,41.495545,199.0
8/26/2017,Sat,TBA,AL,SLN,19:00,,,,
8/26/2017,Sat,SFN,NL,ARI,19:00,Chase Field,-112.066707,33.445001,324.0
8/26/2017,Sat,HOU,AL,ANA,19:00,Angel Stadium,-117.883171,33.799922,44.0
8/26/2017,Sat,MIL,NL,LAN,19:00,Dodger Stadium,-118.240228,34.073421,153.0
8/27/2017,Sun,HOU,AL,ANA,13:00,Angel Stadium,-117.883171,33.799922,44.0
8/27/2017,Sun,SEA,AL,NYA,13:00,Citi Field,-73.84603,40.756587,5.0
8/27/2017,Sun,MIN,AL,TOR,13:00,Rogers Centre,-79.389181,43.641682,83.0
8/27/2017,Sun,KCA,AL,CLE,13:00,Progressive Field,-81.685285,41.495545,199.0
8/27/2017,Sun,PIT,NL,CIN,13:00,Great American Ball Park,-84.507036,39.097474,149.0
8/27/2017,Sun,SDN,NL,MIA,13:00,Marlins Park,-80.219845,25.778324,2.0
8/27/2017,Sun,BAL,AL,BOS,13:00,Fenway Park,-71.097765,42.346247,5.0
8/27/2017,Sun,CHN,NL,PHI,13:00,Citizens Bank Park,-75.166592,39.905584,-2.0
8/27/2017,Sun,COL,NL,ATL,13:00,SunTrust Park,-84.467987,33.891127,300.0
8/27/2017,Sun,NYN,NL,WAS,13:00,Nationals Park,-77.007716,38.872576,2.0
8/27/2017,Sun,DET,AL,CHA,13:00,Guaranteed Rate Field,-87.634224,41.830187,181.0
8/27/2017,Sun,TBA,AL,SLN,13:00,,,,
8/27/2017,Sun,TEX,AL,OAK,13:00,Oakland Coliseum,-122.201047,37.751327,0.0
8/27/2017,Sun,MIL,NL,LAN,13:00,Dodger Stadium,-118.240228,34.073421,153.0
8/27/2017,Sun,SFN,NL,ARI,13:00,Chase Field,-112.066707,33.445001,324.0
8/28/2017,Mon,ATL,NL,PHI,19:00,Citizens Bank Park,-75.166592,39.905584,-2.0
8/28/2017,Mon,CLE,AL,NYA,19:00,Citi Field,-73.84603,40.756587,5.0
8/28/2017,Mon,MIA,NL,WAS,19:00,Nationals Park,-77.007716,38.872576,2.0
8/28/2017,Mon,SEA,AL,BAL,19:00,Oriole Park at Camden Yards,-76.621913,39.283514,11.0
8/28/2017,Mon,BOS,AL,TOR,19:00,Rogers Centre,-79.389181,43.641682,83.0
8/28/2017,Mon,PIT,NL,CHN,19:00,Wrigley Field,-87.65581,41.947929,182.0
8/28/2017,Mon,TBA,AL,KCA,19:00,Kauffman Stadium,-94.480809,39.051246,261.0
8/28/2017,Mon,DET,AL,COL,19:00,Coors Field,-104.994199,39.755719,1581.0
8/28/2017,Mon,OAK,AL,ANA,19:00,Angel Stadium,-117.883171,33.799922,44.0
8/28/2017,Mon,SFN,NL,SDN,19:00,Petco Park,-117.157074,32.707063,5.0
8/29/2017,Tue,ATL,NL,PHI,19:00,Citizens Bank Park,-75.166592,39.905584,-2.0
8/29/2017,Tue,CLE,AL,NYA,19:00,Citi Field,-73.84603,40.756587,5.0
8/29/2017,Tue,MIA,NL,WAS,19:00,Nationals Park,-77.007716,38.872576,2.0
8/29/2017,Tue,SEA,AL,BAL,19:00,Oriole Park at Camden Yards,-76.621913,39.283514,11.0
8/29/2017,Tue,BOS,AL,TOR,19:00,Rogers Centre,-79.389181,43.641682,83.0
8/29/2017,Tue,NYN,NL,CIN,19:00,Great American Ball Park,-84.507036,39.097474,149.0
8/29/2017,Tue,SLN,NL,MIL,19:00,Miller Park,-87.971642,43.028436,188.0
8/29/2017,Tue,PIT,NL,CHN,19:00,Wrigley Field,-87.65581,41.947929,182.0
8/29/2017,Tue,CHA,AL,MIN,19:00,Target Field,-93.278279,44.981717,252.0
8/29/2017,Tue,TEX,AL,HOU,19:00,Minute Maid Park,-95.355411,29.757056,6.0
8/29/2017,Tue,TBA,AL,KCA,19:00,Kauffman Stadium,-94.480809,39.051246,261.0
8/29/2017,Tue,DET,AL,COL,19:00,Coors Field,-104.994199,39.755719,1581.0
8/29/2017,Tue,LAN,NL,ARI,19:00,Chase Field,-112.066707,33.445001,324.0
8/29/2017,Tue,OAK,AL,ANA,19:00,Angel Stadium,-117.883171,33.799922,44.0
8/29/2017,Tue,SFN,NL,SDN,19:00,Petco Park,-117.157074,32.707063,5.0
8/30/2017,Wed,ATL,NL,PHI,13:00,Citizens Bank Park,-75.166592,39.905584,-2.0
8/30/2017,Wed,CLE,AL,NYA,13:00,Citi Field,-73.84603,40.756587,5.0
8/30/2017,Wed,SLN,NL,MIL,13:00,Miller Park,-87.971642,43.028436,188.0
8/30/2017,Wed,SEA,AL,BAL,13:00,Oriole Park at Camden Yards,-76.621913,39.283514,11.0
8/30/2017,Wed,DET,AL,COL,13:00,Coors Field,-104.994199,39.755719,1581.0
8/30/2017,Wed,MIA,NL,WAS,13:00,Nationals Park,-77.007716,38.872576,2.0
8/30/2017,Wed,BOS,AL,TOR,19:00,Rogers Centre,-79.389181,43.641682,83.0
8/30/2017,Wed,NYN,NL,CIN,19:00,Great American Ball Park,-84.507036,39.097474,149.0
8/30/2017,Wed,PIT,NL,CHN,19:00,Wrigley Field,-87.65581,41.947929,182.0
8/30/2017,Wed,CHA,AL,MIN,19:00,Target Field,-93.278279,44.981717,252.0
8/30/2017,Wed,TEX,AL,HOU,19:00,Minute Maid Park,-95.355411,29.757056,6.0
8/30/2017,Wed,TBA,AL,KCA,19:00,Kauffman Stadium,-94.480809,39.051246,261.0
8/30/2017,Wed,SFN,NL,SDN,19:00,Petco Park,-117.157074,32.707063,5.0
8/30/2017,Wed,LAN,NL,ARI,19:00,Chase Field,-112.066707,33.445001,324.0
8/30/2017,Wed,OAK,AL,ANA,19:00,Angel Stadium,-117.883171,33.799922,44.0
8/31/2017,Thu,NYN,NL,CIN,13:00,Great American Ball Park,-84.507036,39.097474,149.0
8/31/2017,Thu,CHA,AL,MIN,13:00,Target Field,-93.278279,44.981717,252.0
8/31/2017,Thu,LAN,NL,ARI,13:00,Chase Field,-112.066707,33.445001,324.0
